building_id,room_id,room_type,capacity,temperature,humidity,occupancy,energy_consumption,hvac_energy,lighting_energy,equipment_energy,other_energy,hvac_status,hvac_setpoint,equipment_status,outdoor_temperature,outdoor_humidity,timestamp
B001,R001,Office,12,24.44,52.61,5,0.143,0.0,0.016,0.116,0.011,OFF,24,Normal,26.17,64.06,2026-08-28 10:15:00
B001,R002,Meeting Room,10,24.43,54.68,8,0.143,0.0,0.021,0.11,0.013,OFF,24,Normal,25.93,64.58,2026-08-28 10:15:00
B001,R003,Server Room,3,22.7,54.59,0,1.229,0.597,0.002,0.617,0.012,ON,22,Normal,25.61,66.74,2026-08-28 10:15:00
B002,R001,Office,12,23.99,56.57,4,0.141,0.0,0.015,0.115,0.011,OFF,24,Normal,25.240000000000002,71.33,2026-08-28 10:15:00
B002,R002,Meeting Room,10,24.34,54.04,11,0.173,0.0,0.026,0.128,0.018,OFF,24,Normal,26.560000000000002,66.24,2026-08-28 10:15:00
B002,R003,Server Room,3,22.68,57.68,0,1.304,0.656,0.002,0.633,0.013,ON,22,Normal,25.68,71.02,2026-08-28 10:15:00
B003,R001,Office,12,24.3,57.9,10,0.184,0.0,0.026,0.148,0.01,OFF,24,Normal,24.520000000000003,70.19,2026-08-28 10:15:00
B003,R002,Meeting Room,10,23.84,58.19,0,0.08,0.0,0.006,0.063,0.011,OFF,24,Normal,25.64,70.47,2026-08-28 10:15:00
B003,R003,Server Room,3,22.38,60.24,1,1.125,0.483,0.004,0.626,0.012,ON,22,Warning,24.16,73.72,2026-08-28 10:15:00
B001,R001,Office,12,24.49,56.8,9,0.186,0.0,0.025,0.148,0.013,OFF,24,Normal,26.18,70.95,2026-08-28 10:30:00
B001,R002,Meeting Room,10,24.58,57.26,1,0.506,0.412,0.008,0.068,0.018,ON,24,Normal,26.22,67.45,2026-08-28 10:30:00
B001,R003,Server Room,3,22.69,54.43,1,1.274,0.615,0.004,0.644,0.011,ON,22,Normal,25.72,65.44,2026-08-28 10:30:00
B002,R001,Office,12,24.16,57.72,0,0.11,0.0,0.007,0.086,0.017,OFF,24,Normal,26.630000000000003,68.97,2026-08-28 10:30:00
B002,R002,Meeting Room,10,24.51,56.62,2,0.542,0.439,0.01,0.076,0.016,ON,24,Normal,26.75,67.39,2026-08-28 10:30:00
B002,R003,Server Room,3,22.67,54.45,0,1.288,0.644,0.002,0.625,0.018,ON,22,Normal,26.71,65.93,2026-08-28 10:30:00
B003,R001,Office,12,24.41,53.88,0,0.107,0.0,0.007,0.086,0.014,OFF,24,Normal,25.39,64.34,2026-08-28 10:30:00
B003,R002,Meeting Room,10,23.87,54.1,5,0.117,0.0,0.015,0.091,0.01,OFF,24,Normal,25.87,65.37,2026-08-28 10:30:00
B003,R003,Server Room,3,22.61,56.14,0,1.2,0.554,0.002,0.633,0.011,ON,22,Normal,24.71,68.52,2026-08-28 10:30:00
B001,R001,Office,12,24.24,56.67,6,0.155,0.0,0.019,0.124,0.013,OFF,24,Normal,25.75,66.97,2026-08-28 10:45:00
B001,R002,Meeting Room,10,24.57,53.9,1,0.494,0.403,0.008,0.067,0.017,ON,24,Normal,25.85,65.17,2026-08-28 10:45:00
B001,R003,Server Room,3,22.55,55.84,3,1.208,0.553,0.007,0.631,0.016,ON,22,Normal,25.91,69.55,2026-08-28 10:45:00
B002,R001,Office,12,24.16,53.47,10,0.192,0.0,0.026,0.147,0.019,OFF,24,Normal,26.150000000000002,68.96,2026-08-28 10:45:00
B002,R002,Meeting Room,10,24.61,57.15,1,0.553,0.462,0.008,0.07,0.013,ON,24,Normal,26.62,68.9,2026-08-28 10:45:00
B002,R003,Server Room,3,22.41,53.61,0,1.2,0.562,0.002,0.619,0.017,ON,22,Normal,26.3,65.65,2026-08-28 10:45:00
B003,R001,Office,12,24.37,54.0,10,0.192,0.0,0.027,0.152,0.014,OFF,24,Normal,25.16,67.72,2026-08-28 10:45:00
B003,R002,Meeting Room,10,24.01,54.04,5,0.123,0.0,0.015,0.092,0.016,OFF,24,Normal,25.57,65.5,2026-08-28 10:45:00
B003,R003,Server Room,3,22.78,54.24,1,1.271,0.605,0.004,0.649,0.013,ON,22,Normal,25.830000000000002,63.86,2026-08-28 10:45:00
B001,R001,Office,12,24.47,51.78,10,0.192,0.0,0.026,0.15,0.017,OFF,24,Normal,27.05,64.64,2026-08-28 11:00:00
B001,R002,Meeting Room,10,24.64,52.06,0,0.517,0.43,0.006,0.063,0.018,ON,24,Normal,26.78,62.62,2026-08-28 11:00:00
B001,R003,Server Room,3,22.75,58.29,0,1.245,0.613,0.002,0.62,0.01,ON,22,Normal,26.0,69.27,2026-08-28 11:00:00
B002,R001,Office,12,24.23,53.65,4,0.146,0.0,0.015,0.112,0.019,OFF,24,Normal,27.150000000000002,63.99,2026-08-28 11:00:00
B002,R002,Meeting Room,10,24.61,55.18,0,0.547,0.466,0.006,0.064,0.011,ON,24,Normal,26.93,64.82,2026-08-28 11:00:00
B002,R003,Server Room,3,22.43,56.43,0,1.22,0.577,0.002,0.63,0.011,ON,22,Normal,27.1,65.33,2026-08-28 11:00:00
B003,R001,Office,12,24.27,56.35,4,0.147,0.0,0.015,0.116,0.015,OFF,24,Warning,26.71,68.11,2026-08-28 11:00:00
B003,R002,Meeting Room,10,23.95,54.32,3,0.114,0.0,0.012,0.083,0.02,OFF,24,Normal,25.900000000000002,64.41,2026-08-28 11:00:00
B003,R003,Server Room,3,22.82,54.28,2,1.267,0.604,0.006,0.642,0.017,ON,22,Normal,25.85,65.91,2026-08-28 11:00:00
B001,R001,Office,12,24.59,55.0,0,0.573,0.46,0.007,0.086,0.019,ON,24,Normal,25.92,63.62,2026-08-28 11:15:00
B001,R002,Meeting Room,10,24.62,52.73,4,0.555,0.435,0.014,0.09,0.016,ON,24,Normal,25.84,65.56,2026-08-28 11:15:00
B001,R003,Server Room,3,22.52,53.41,0,1.163,0.54,0.002,0.607,0.014,ON,22,Normal,25.87,64.12,2026-08-28 11:15:00
B002,R001,Office,12,24.39,56.47,0,0.116,0.0,0.008,0.09,0.018,OFF,24,Normal,26.830000000000002,67.53,2026-08-28 11:15:00
B002,R002,Meeting Room,10,24.65,54.66,3,0.567,0.46,0.012,0.081,0.015,ON,24,Normal,27.060000000000002,67.15,2026-08-28 11:15:00
B002,R003,Server Room,3,22.45,54.71,1,1.222,0.575,0.004,0.627,0.016,ON,22,Normal,26.400000000000002,66.05,2026-08-28 11:15:00
B003,R001,Office,12,24.33,51.59,10,0.189,0.0,0.026,0.149,0.014,OFF,24,Normal,26.18,63.37,2026-08-28 11:15:00
B003,R002,Meeting Room,10,24.2,53.97,0,0.083,0.0,0.006,0.064,0.012,OFF,24,Normal,25.44,63.18,2026-08-28 11:15:00
B003,R003,Server Room,3,22.69,54.93,1,1.222,0.569,0.004,0.635,0.014,ON,22,Normal,25.62,68.06,2026-08-28 11:15:00
B001,R001,Office,12,24.76,54.12,9,0.692,0.508,0.024,0.144,0.017,ON,24,Normal,26.28,67.55,2026-08-28 11:30:00
B001,R002,Meeting Room,10,24.55,58.86,1,0.485,0.399,0.008,0.067,0.012,ON,24,Normal,25.81,70.75,2026-08-28 11:30:00
B001,R003,Server Room,3,22.65,57.73,0,1.217,0.584,0.002,0.619,0.012,ON,22,Normal,25.82,69.25,2026-08-28 11:30:00
B002,R001,Office,12,24.07,55.75,7,0.175,0.0,0.021,0.135,0.019,OFF,24,Warning,27.12,69.73,2026-08-28 11:30:00
B002,R002,Meeting Room,10,24.79,53.14,5,0.637,0.508,0.016,0.096,0.017,ON,24,Normal,26.69,65.5,2026-08-28 11:30:00
B002,R003,Server Room,3,22.65,58.58,0,1.265,0.631,0.002,0.617,0.015,ON,22,Normal,26.48,71.89,2026-08-28 11:30:00
B003,R001,Office,12,24.42,52.11,6,0.158,0.0,0.019,0.128,0.011,OFF,24,Normal,26.17,64.61,2026-08-28 11:30:00
B003,R002,Meeting Room,10,24.37,58.4,9,0.153,0.0,0.022,0.115,0.015,OFF,24,Normal,24.740000000000002,69.06,2026-08-28 11:30:00
B003,R003,Server Room,3,22.79,53.36,0,1.232,0.592,0.002,0.626,0.011,ON,22,Normal,25.540000000000003,64.7,2026-08-28 11:30:00
B001,R001,Office,12,24.65,57.86,0,0.572,0.469,0.007,0.085,0.011,ON,24,Normal,25.87,68.5,2026-08-28 11:45:00
B001,R002,Meeting Room,10,24.8,56.08,0,0.541,0.459,0.006,0.063,0.014,ON,24,Normal,27.12,66.42,2026-08-28 11:45:00
B001,R003,Server Room,3,22.65,56.67,3,1.281,0.603,0.008,0.656,0.014,ON,22,Normal,26.09,64.89,2026-08-28 11:45:00
B002,R001,Office,12,24.18,53.72,2,0.128,0.0,0.011,0.099,0.018,OFF,24,Normal,27.150000000000002,67.56,2026-08-28 11:45:00
B002,R002,Meeting Room,10,24.99,58.05,1,0.648,0.552,0.008,0.071,0.017,ON,24,Warning,26.64,71.49,2026-08-28 11:45:00
B002,R003,Server Room,3,22.88,55.3,0,1.353,0.71,0.002,0.627,0.014,ON,22,Normal,27.150000000000002,65.61,2026-08-28 11:45:00
B003,R001,Office,12,24.42,56.65,0,0.116,0.0,0.008,0.089,0.019,OFF,24,Normal,26.16,69.56,2026-08-28 11:45:00
B003,R002,Meeting Room,10,24.4,56.92,4,0.118,0.0,0.014,0.088,0.017,OFF,24,Normal,26.23,68.74,2026-08-28 11:45:00
B003,R003,Server Room,3,22.64,51.05,1,1.212,0.559,0.004,0.638,0.011,ON,22,Normal,25.970000000000002,60.72,2026-08-28 11:45:00
B001,R001,Office,12,24.62,54.19,6,0.634,0.476,0.019,0.125,0.015,ON,24,Normal,26.94,67.4,2026-08-28 12:00:00
B001,R002,Meeting Room,10,24.76,53.69,7,0.601,0.46,0.02,0.108,0.013,ON,24,Normal,26.78,65.97,2026-08-28 12:00:00
B001,R003,Server Room,3,22.6,54.97,0,1.249,0.59,0.002,0.638,0.019,ON,22,Normal,27.28,67.85,2026-08-28 12:00:00
B002,R001,Office,12,24.35,50.32,11,0.192,0.0,0.028,0.154,0.01,OFF,24,Normal,27.87,62.38,2026-08-28 12:00:00
B002,R002,Meeting Room,10,25.01,55.49,5,0.675,0.546,0.016,0.094,0.019,ON,24,Normal,26.91,66.2,2026-08-28 12:00:00
B002,R003,Server Room,3,23.05,55.78,1,1.382,0.747,0.004,0.621,0.01,ON,22,Normal,28.01,66.26,2026-08-28 12:00:00
B003,R001,Office,12,24.52,51.27,10,0.617,0.428,0.026,0.151,0.012,ON,24,Normal,27.37,63.36,2026-08-28 12:00:00
B003,R002,Meeting Room,10,24.42,50.51,4,0.113,0.0,0.014,0.089,0.011,OFF,24,Normal,26.810000000000002,64.13,2026-08-28 12:00:00
B003,R003,Server Room,3,22.64,54.16,2,1.206,0.549,0.006,0.633,0.018,ON,22,Normal,26.580000000000002,66.89,2026-08-28 12:00:00
B001,R001,Office,12,24.5,55.08,0,0.11,0.0,0.007,0.087,0.015,OFF,24,Normal,27.52,62.93,2026-08-28 12:15:00
B001,R002,Meeting Room,10,24.78,54.49,7,0.587,0.448,0.019,0.104,0.016,ON,24,Normal,26.74,65.96,2026-08-28 12:15:00
B001,R003,Server Room,3,22.73,57.49,1,1.284,0.623,0.004,0.64,0.018,ON,22,Normal,26.5,68.92,2026-08-28 12:15:00
B002,R001,Office,12,24.53,57.27,0,0.583,0.481,0.007,0.085,0.01,ON,24,Normal,27.270000000000003,66.3,2026-08-28 12:15:00
B002,R002,Meeting Room,10,25.13,56.14,0,0.639,0.561,0.006,0.062,0.01,ON,24,Normal,27.990000000000002,66.94,2026-08-28 12:15:00
B002,R003,Server Room,3,23.08,53.26,0,1.425,0.774,0.002,0.631,0.017,ON,22,Normal,28.270000000000003,63.23,2026-08-28 12:15:00
B003,R001,Office,12,24.8,54.24,3,0.629,0.496,0.013,0.108,0.012,ON,24,Normal,27.080000000000002,65.46,2026-08-28 12:15:00
B003,R002,Meeting Room,10,24.54,53.21,3,0.496,0.388,0.012,0.082,0.013,ON,24,Normal,26.87,61.24,2026-08-28 12:15:00
B003,R003,Server Room,3,22.7,57.18,1,1.193,0.558,0.004,0.62,0.011,ON,22,Normal,25.98,67.54,2026-08-28 12:15:00
B001,R001,Office,12,24.58,51.56,5,0.637,0.479,0.017,0.122,0.018,ON,24,Normal,27.55,63.33,2026-08-28 12:30:00
B001,R002,Meeting Room,10,24.74,56.67,1,0.53,0.436,0.008,0.067,0.019,ON,24,Normal,26.55,65.43,2026-08-28 12:30:00
B001,R003,Server Room,3,22.98,54.92,1,1.329,0.683,0.004,0.632,0.01,ON,22,Normal,26.64,65.77,2026-08-28 12:30:00
B002,R001,Office,12,24.61,54.54,0,0.615,0.51,0.007,0.087,0.011,ON,24,Normal,27.380000000000003,66.85,2026-08-28 12:30:00
B002,R002,Meeting Room,10,24.94,54.71,7,0.668,0.523,0.019,0.106,0.02,ON,24,Normal,27.57,67.94,2026-08-28 12:30:00
B002,R003,Server Room,3,23.15,56.16,2,1.489,0.812,0.006,0.656,0.015,ON,22,Normal,27.01,65.88,2026-08-28 12:30:00
B003,R001,Office,12,24.94,54.26,6,0.66,0.507,0.018,0.123,0.011,ON,24,Normal,26.69,63.21,2026-08-28 12:30:00
B003,R002,Meeting Room,10,24.34,54.13,0,0.087,0.0,0.006,0.063,0.018,OFF,24,Normal,26.830000000000002,64.6,2026-08-28 12:30:00
B003,R003,Server Room,3,22.63,52.7,1,1.203,0.55,0.004,0.63,0.018,ON,22,Normal,27.09,64.97,2026-08-28 12:30:00
B001,R001,Office,12,24.65,55.89,6,0.636,0.48,0.019,0.124,0.013,ON,24,Normal,26.55,68.64,2026-08-28 12:45:00
B001,R002,Meeting Room,10,24.91,55.5,2,0.587,0.483,0.01,0.075,0.019,ON,24,Normal,26.74,66.72,2026-08-28 12:45:00
B001,R003,Server Room,3,22.85,56.65,1,1.33,0.665,0.004,0.649,0.013,ON,22,Normal,26.4,65.76,2026-08-28 12:45:00
B002,R001,Office,12,24.73,54.93,8,0.719,0.543,0.023,0.138,0.016,ON,24,Normal,27.580000000000002,65.56,2026-08-28 12:45:00
B002,R002,Meeting Room,10,24.94,55.59,7,0.661,0.52,0.019,0.105,0.018,ON,24,Normal,28.060000000000002,66.0,2026-08-28 12:45:00
B002,R003,Server Room,3,23.15,57.31,1,1.457,0.797,0.004,0.638,0.018,ON,22,Normal,27.200000000000003,67.88,2026-08-28 12:45:00
B003,R001,Office,12,24.92,52.75,10,0.694,0.503,0.026,0.147,0.018,ON,24,Normal,26.990000000000002,62.8,2026-08-28 12:45:00
B003,R002,Meeting Room,10,24.32,53.37,7,0.141,0.0,0.019,0.105,0.017,OFF,24,Normal,26.78,63.05,2026-08-28 12:45:00
B003,R003,Server Room,3,22.6,57.95,2,1.183,0.536,0.006,0.63,0.012,ON,22,Normal,25.950000000000003,68.81,2026-08-28 12:45:00
B001,R001,Office,12,24.71,49.82,11,0.692,0.497,0.028,0.156,0.01,ON,24,Normal,27.18,62.63,2026-08-28 13:00:00
B001,R002,Meeting Room,10,25.02,54.78,0,0.605,0.519,0.006,0.064,0.015,ON,24,Normal,26.09,67.68,2026-08-28 13:00:00
B001,R003,Server Room,3,22.88,54.5,2,1.315,0.654,0.006,0.637,0.018,ON,22,Normal,27.47,65.75,2026-08-28 13:00:00
B002,R001,Office,12,24.73,53.25,5,0.705,0.548,0.017,0.12,0.02,ON,24,Normal,27.64,65.28,2026-08-28 13:00:00
B002,R002,Meeting Room,10,24.99,54.33,7,0.682,0.542,0.02,0.107,0.013,ON,24,Normal,28.110000000000003,63.99,2026-08-28 13:00:00
B002,R003,Server Room,3,23.01,54.35,1,1.394,0.745,0.004,0.631,0.014,ON,22,Normal,27.790000000000003,64.54,2026-08-28 13:00:00
B003,R001,Office,12,24.98,50.28,13,0.72,0.513,0.031,0.165,0.012,ON,24,Normal,26.990000000000002,62.7,2026-08-28 13:00:00
B003,R002,Meeting Room,10,24.37,55.41,0,0.082,0.0,0.006,0.062,0.014,OFF,24,Normal,27.17,65.05,2026-08-28 13:00:00
B003,R003,Server Room,3,22.73,52.71,0,1.254,0.593,0.002,0.644,0.015,ON,22,Normal,27.42,63.32,2026-08-28 13:00:00
B001,R001,Office,12,24.62,56.21,5,0.632,0.479,0.017,0.119,0.016,ON,24,Normal,27.25,66.55,2026-08-28 13:15:00
B001,R002,Meeting Room,10,24.9,56.09,0,0.573,0.488,0.006,0.064,0.015,ON,24,Normal,26.19,65.85,2026-08-28 13:15:00
B001,R003,Server Room,3,22.67,54.5,1,1.261,0.602,0.004,0.637,0.019,ON,22,Normal,28.15,64.18,2026-08-28 13:15:00
B002,R001,Office,12,24.52,57.17,0,0.591,0.486,0.007,0.087,0.011,ON,24,Normal,27.53,66.84,2026-08-28 13:15:00
B002,R002,Meeting Room,10,24.87,51.76,3,0.634,0.521,0.012,0.083,0.019,ON,24,Normal,27.69,62.62,2026-08-28 13:15:00
B002,R003,Server Room,3,23.0,52.64,0,1.356,0.725,0.002,0.611,0.018,ON,22,Normal,28.130000000000003,61.8,2026-08-28 13:15:00
B003,R001,Office,12,24.92,55.32,0,0.607,0.5,0.007,0.085,0.014,ON,24,Normal,27.130000000000003,67.53,2026-08-28 13:15:00
B003,R002,Meeting Room,10,24.46,51.64,8,0.15,0.0,0.021,0.11,0.019,OFF,24,Normal,26.98,64.68,2026-08-28 13:15:00
B003,R003,Server Room,3,22.77,54.48,1,1.236,0.586,0.004,0.629,0.017,ON,22,Normal,28.14,64.35,2026-08-28 13:15:00
B001,R001,Office,12,24.57,51.33,0,0.578,0.464,0.007,0.087,0.019,ON,24,Normal,27.92,61.88,2026-08-28 13:30:00
B001,R002,Meeting Room,10,24.84,54.13,2,0.563,0.468,0.01,0.075,0.01,ON,24,Normal,27.9,64.33,2026-08-28 13:30:00
B001,R003,Server Room,3,22.6,53.86,1,1.246,0.586,0.004,0.641,0.015,ON,22,Normal,27.81,64.86,2026-08-28 13:30:00
B002,R001,Office,12,24.41,50.32,0,0.108,0.0,0.007,0.086,0.015,OFF,24,Normal,28.23,60.46,2026-08-28 13:30:00
B002,R002,Meeting Room,10,24.82,53.18,0,0.579,0.493,0.006,0.061,0.018,ON,24,Normal,27.790000000000003,65.56,2026-08-28 13:30:00
B002,R003,Server Room,3,23.1,51.76,1,1.404,0.761,0.004,0.623,0.017,ON,22,Normal,27.720000000000002,63.44,2026-08-28 13:30:00
B003,R001,Office,12,24.93,52.81,13,0.708,0.501,0.031,0.165,0.011,ON,24,Normal,26.75,64.75,2026-08-28 13:30:00
B003,R002,Meeting Room,10,24.36,55.69,0,0.083,0.0,0.006,0.064,0.012,OFF,24,Normal,26.400000000000002,66.75,2026-08-28 13:30:00
B003,R003,Server Room,3,22.95,53.84,2,1.254,0.617,0.005,0.622,0.01,ON,22,Warning,27.540000000000003,63.05,2026-08-28 13:30:00
B001,R001,Office,12,24.65,50.61,7,0.635,0.47,0.02,0.128,0.017,ON,24,Normal,27.58,62.61,2026-08-28 13:45:00
B001,R002,Meeting Room,10,24.96,52.16,0,0.572,0.487,0.006,0.062,0.017,ON,24,Normal,27.62,61.63,2026-08-28 13:45:00
B001,R003,Server Room,3,22.85,53.0,2,1.312,0.651,0.006,0.643,0.013,ON,22,Normal,27.44,64.01,2026-08-28 13:45:00
B002,R001,Office,12,24.58,50.14,11,0.699,0.5,0.028,0.155,0.016,ON,24,Normal,28.900000000000002,59.95,2026-08-28 13:45:00
B002,R002,Meeting Room,10,24.86,53.49,7,0.656,0.518,0.02,0.108,0.011,ON,24,Normal,28.1,65.3,2026-08-28 13:45:00
B002,R003,Server Room,3,23.19,54.07,1,1.455,0.804,0.004,0.636,0.011,ON,22,Normal,27.740000000000002,63.99,2026-08-28 13:45:00
B003,R001,Office,12,25.07,53.59,0,0.667,0.553,0.008,0.089,0.017,ON,24,Normal,27.84,62.62,2026-08-28 13:45:00
B003,R002,Meeting Room,10,24.48,55.02,3,0.111,0.0,0.012,0.081,0.018,OFF,24,Normal,27.290000000000003,69.5,2026-08-28 13:45:00
B003,R003,Server Room,3,23.14,55.03,0,1.32,0.68,0.002,0.623,0.015,ON,22,Normal,26.970000000000002,62.85,2026-08-28 13:45:00
B001,R001,Office,12,24.61,51.7,5,0.639,0.488,0.017,0.122,0.011,ON,24,Normal,27.52,62.96,2026-08-28 14:00:00
B001,R002,Meeting Room,10,24.97,53.36,6,0.622,0.492,0.017,0.099,0.013,ON,24,Normal,28.14,65.7,2026-08-28 14:00:00
B001,R003,Server Room,3,23.22,54.51,0,1.348,0.727,0.002,0.607,0.011,ON,22,Normal,28.47,63.84,2026-08-28 14:00:00
B002,R001,Office,12,24.58,52.84,0,0.619,0.508,0.008,0.088,0.015,ON,24,Normal,28.51,63.87,2026-08-28 14:00:00
B002,R002,Meeting Room,10,24.89,53.13,0,0.609,0.52,0.006,0.063,0.019,ON,24,Normal,28.8,63.19,2026-08-28 14:00:00
B002,R003,Server Room,3,23.17,50.84,1,1.479,0.811,0.004,0.646,0.018,ON,22,Normal,28.740000000000002,60.94,2026-08-28 14:00:00
B003,R001,Office,12,24.93,51.14,6,0.688,0.524,0.019,0.128,0.018,ON,24,Normal,27.51,62.73,2026-08-28 14:00:00
B003,R002,Meeting Room,10,24.62,54.49,6,0.521,0.392,0.017,0.098,0.014,ON,24,Normal,27.59,65.58,2026-08-28 14:00:00
B003,R003,Server Room,3,22.97,52.75,3,1.329,0.65,0.008,0.654,0.018,ON,22,Normal,26.37,63.85,2026-08-28 14:00:00
B001,R001,Office,12,24.78,53.5,10,0.706,0.511,0.026,0.15,0.02,ON,24,Normal,28.06,66.4,2026-08-28 14:15:00
B001,R002,Meeting Room,10,24.82,49.34,0,0.546,0.458,0.006,0.062,0.02,ON,24,Normal,27.65,58.32,2026-08-28 14:15:00
B001,R003,Server Room,3,23.46,56.1,0,1.437,0.802,0.002,0.617,0.017,ON,22,Normal,28.04,66.99,2026-08-28 14:15:00
B002,R001,Office,12,24.65,53.4,6,0.665,0.511,0.018,0.122,0.013,ON,24,Normal,27.39,64.27,2026-08-28 14:15:00
B002,R002,Meeting Room,10,24.93,52.12,6,0.673,0.538,0.018,0.103,0.014,ON,24,Normal,28.150000000000002,63.48,2026-08-28 14:15:00
B002,R003,Server Room,3,23.32,52.99,3,1.513,0.842,0.008,0.647,0.017,ON,22,Normal,28.32,60.32,2026-08-28 14:15:00
B003,R001,Office,12,24.92,49.75,14,0.711,0.498,0.033,0.17,0.01,ON,24,Normal,27.110000000000003,63.32,2026-08-28 14:15:00
B003,R002,Meeting Room,10,24.44,56.25,8,0.15,0.0,0.021,0.111,0.018,OFF,24,Normal,26.93,67.68,2026-08-28 14:15:00
B003,R003,Server Room,3,23.03,52.03,2,1.275,0.637,0.005,0.62,0.013,ON,22,Normal,27.400000000000002,63.45,2026-08-28 14:15:00
B001,R001,Office,12,24.65,53.55,5,0.636,0.487,0.017,0.12,0.012,ON,24,Normal,28.29,64.49,2026-08-28 14:30:00
B001,R002,Meeting Room,10,24.87,51.77,8,0.611,0.462,0.021,0.11,0.019,ON,24,Normal,27.87,64.26,2026-08-28 14:30:00
B001,R003,Server Room,3,23.35,55.82,2,1.42,0.774,0.006,0.63,0.01,ON,22,Normal,27.45,65.26,2026-08-28 14:30:00
B002,R001,Office,12,24.61,52.45,2,0.646,0.522,0.011,0.102,0.011,ON,24,Normal,27.330000000000002,61.94,2026-08-28 14:30:00
B002,R002,Meeting Room,10,24.96,54.86,4,0.661,0.546,0.014,0.09,0.011,ON,24,Normal,27.87,67.2,2026-08-28 14:30:00
B002,R003,Server Room,3,23.54,51.02,0,1.536,0.9,0.002,0.623,0.011,ON,22,Normal,29.09,59.4,2026-08-28 14:30:00
B003,R001,Office,12,24.97,54.76,10,0.711,0.523,0.026,0.15,0.013,ON,24,Normal,27.62,65.56,2026-08-28 14:30:00
B003,R002,Meeting Room,10,24.69,53.67,6,0.531,0.401,0.017,0.097,0.016,ON,24,Normal,27.950000000000003,64.83,2026-08-28 14:30:00
B003,R003,Server Room,3,23.02,55.62,1,1.266,0.633,0.004,0.613,0.016,ON,22,Normal,27.28,67.36,2026-08-28 14:30:00
B001,R001,Office,12,24.66,54.49,11,0.677,0.483,0.028,0.155,0.011,ON,24,Normal,27.87,65.93,2026-08-28 14:45:00
B001,R002,Meeting Room,10,24.99,53.03,0,0.59,0.502,0.006,0.063,0.018,ON,24,Normal,27.6,63.03,2026-08-28 14:45:00
B001,R003,Server Room,3,23.52,51.13,1,1.446,0.812,0.004,0.618,0.013,ON,22,Normal,28.57,59.61,2026-08-28 14:45:00
B002,R001,Office,12,24.44,55.29,0,0.112,0.0,0.008,0.088,0.016,OFF,24,Normal,28.35,63.05,2026-08-28 14:45:00
B002,R002,Meeting Room,10,25.24,52.86,6,0.724,0.593,0.018,0.1,0.013,ON,24,Normal,28.48,64.61,2026-08-28 14:45:00
B002,R003,Server Room,3,23.61,51.61,2,1.6,0.936,0.006,0.645,0.013,ON,22,Normal,28.87,64.52,2026-08-28 14:45:00
B003,R001,Office,12,25.04,55.09,0,0.667,0.55,0.008,0.09,0.02,ON,24,Normal,28.55,66.06,2026-08-28 14:45:00
B003,R002,Meeting Room,10,24.74,54.3,3,0.541,0.427,0.012,0.082,0.019,ON,24,Normal,26.32,64.29,2026-08-28 14:45:00
B003,R003,Server Room,3,22.95,52.76,0,1.31,0.649,0.002,0.64,0.02,ON,22,Normal,27.84,61.26,2026-08-28 14:45:00
B001,R001,Office,12,24.94,52.85,9,0.716,0.54,0.024,0.142,0.01,ON,24,Normal,28.14,63.9,2026-08-28 15:00:00
B001,R002,Meeting Room,10,24.97,48.93,2,0.616,0.508,0.01,0.077,0.02,ON,24,Normal,27.85,57.57,2026-08-28 15:00:00
B001,R003,Server Room,3,23.38,54.08,2,1.409,0.77,0.005,0.62,0.014,ON,22,Normal,27.48,64.45,2026-08-28 15:00:00
B002,R001,Office,12,24.39,52.79,4,0.144,0.0,0.015,0.113,0.016,OFF,24,Normal,28.21,65.25,2026-08-28 15:00:00
B002,R002,Meeting Room,10,25.01,51.18,8,0.707,0.558,0.022,0.116,0.011,ON,24,Normal,28.66,60.7,2026-08-28 15:00:00
B002,R003,Server Room,3,23.41,55.14,0,1.467,0.842,0.002,0.608,0.016,ON,22,Normal,27.880000000000003,66.78,2026-08-28 15:00:00
B003,R001,Office,12,25.04,53.41,0,0.65,0.541,0.008,0.088,0.014,ON,24,Normal,27.18,65.14,2026-08-28 15:00:00
B003,R002,Meeting Room,10,24.82,51.56,7,0.565,0.426,0.019,0.104,0.017,ON,24,Normal,27.25,63.86,2026-08-28 15:00:00
B003,R003,Server Room,3,23.11,52.43,1,1.298,0.661,0.004,0.619,0.014,ON,22,Normal,28.240000000000002,60.62,2026-08-28 15:00:00
B001,R001,Office,12,24.93,53.46,0,0.665,0.555,0.008,0.089,0.013,ON,24,Normal,28.07,64.0,2026-08-28 15:15:00
B001,R002,Meeting Room,10,25.21,51.78,5,0.671,0.55,0.016,0.095,0.01,ON,24,Warning,27.85,64.76,2026-08-28 15:15:00
B001,R003,Server Room,3,23.4,52.77,0,1.414,0.783,0.002,0.614,0.015,ON,22,Normal,27.34,64.7,2026-08-28 15:15:00
B002,R001,Office,12,24.5,53.15,9,0.184,0.0,0.024,0.142,0.019,OFF,24,Normal,28.01,65.13,2026-08-28 15:15:00
B002,R002,Meeting Room,10,25.03,52.5,2,0.632,0.535,0.01,0.073,0.013,ON,24,Normal,28.67,61.81,2026-08-28 15:15:00
B002,R003,Server Room,3,23.36,53.92,0,1.532,0.875,0.002,0.644,0.011,ON,22,Normal,27.92,63.41,2026-08-28 15:15:00
B003,R001,Office,12,24.96,53.15,6,0.698,0.534,0.019,0.128,0.016,ON,24,Normal,27.37,66.59,2026-08-28 15:15:00
